applicant_id,employment_id,employment_type,employer_name,duration_of_employment_years,monthly_income_usd,bank_account_number
Ap307606,Em307606,Salaried,White Group Corp.,11.7,21353.0,68254843.0
Ap605815,Em605815,Salaried,Mercado Ltd Corp.,29.7,26389.0,16462072.0
Ap392822,Em392822,Salaried,"Hill, Gutierrez and Flores Corp.",2.8,19388.0,35700715.0
Ap176218,Em176218,Salaried,Hall Group Corp.,0.9,11152.0,71271994.0
Ap687518,Em687518,Salaried,Koch-Drake Corp.,6.7,13883.0,88291996.0
Ap870044,Em870044,Self-Employed,Nguyen-Brown LLC,12.2,6604.0,89477719.0
Ap436199,Em436199,Hourly,"Stewart, Reid and Thompson Corp.",6.7,23538.0,78592443.0
Ap549589,Em549589,Salaried,Gray Ltd Corp.,21.6,12670.0,111316968.0
Ap786840,Em786840,Self-Employed,Wang-Rose LLC,13.4,8420.0,122415081.0
Ap578446,Em578446,Salaried,"Gray, Weiss and Nixon Corp.",24.3,3127.0,27622089.0
Ap562052,Em562052,Salaried,Schwartz Group Corp.,5.5,26171.0,107910585.0
Ap434402,Em434402,Salaried,"Owens, Brown and Castro Corp.",14.0,2662.0,76513084.0
Ap139986,Em139986,Hourly,"Thomas, Fitzpatrick and Clark Corp.",25.3,11164.0,98279076.0
Ap779520,Em779520,Self-Employed,Lowery PLC LLC,9.7,21268.0,73989255.0
Ap447739,Em447739,Hourly,Butler-Mcdowell Corp.,22.7,7975.0,127702757.0
Ap725646,Em725646,Salaried,Davis-Alexander Corp.,2.0,14516.0,102613256.0
Ap572327,Em572327,Salaried,Herman Group Corp.,16.0,13957.0,59531740.0
Ap427073,Em427073,Salaried,Hernandez Group Corp.,28.4,29006.0,39228808.0
Ap697794,Em697794,Salaried,Stone LLC Corp.,26.8,5380.0,25950119.0
Ap134911,Em134911,Salaried,Anderson Ltd Corp.,22.7,28272.0,95969994.0
Ap973559,Em973559,Hourly,"Willis, Kelly and Norris Corp.",9.7,27092.0,60554716.0
Ap525037,Em525037,Hourly,Fitzgerald and Sons Corp.,26.2,15240.0,60968137.0
Ap830399,Em830399,Self-Employed,Jones-Williams LLC,9.1,15725.0,17195979.0
Ap999885,Em999885,Salaried,"Bennett, Pineda and Barnes Corp.",24.2,3641.0,90336001.0
Ap708746,Em708746,Salaried,Carson and Sons Corp.,15.9,12611.0,29080179.0
Ap112175,Em112175,Self-Employed,Snyder LLC LLC,5.2,18791.0,116464695.0
Ap416915,Em416915,Salaried,"Kent, Watkins and Cooper Corp.",29.5,5317.0,61559671.0
Ap599876,Em599876,Salaried,Garcia-Hayes Corp.,12.3,3921.0,91948744.0
Ap745588,Em745588,Salaried,Lewis Group Corp.,14.1,27639.0,25651599.0
Ap711213,Em711213,Salaried,"Rogers, Moyer and Smith Corp.",13.4,24954.0,61333525.0
Ap868734,Em868734,Salaried,Herrera-Jimenez Corp.,29.3,16695.0,45913851.0
Ap166358,Em166358,Self-Employed,Martin-Gray LLC,4.8,5520.0,33118147.0
Ap510543,Em510543,Salaried,"Burns, Bauer and Rivera Corp.",23.0,7805.0,106791954.0
Ap147057,Em147057,Salaried,Taylor-Franco Corp.,8.2,12308.0,75648248.0
Ap368294,Em368294,Salaried,"Baker, Porter and Nelson Corp.",15.6,6695.0,91152721.0
Ap890857,Em890857,Salaried,Wood LLC Corp.,20.7,16911.0,79775434.0
Ap354726,Em354726,Hourly,Bailey-Stokes Corp.,13.0,6980.0,19065887.0
Ap378176,Em378176,Salaried,"Huber, Evans and Reyes Corp.",6.3,12830.0,44211088.0
Ap626486,Em626486,Salaried,"Singh, Gillespie and Hall Corp.",1.3,22750.0,18867455.0
Ap808754,Em808754,Salaried,"Oliver, Coleman and Thomas Corp.",11.8,15932.0,112717618.0
Ap267292,Em267292,Salaried,"Reed, Mathis and Phillips Corp.",25.3,8038.0,70152014.0
Ap244931,Em244931,Salaried,Erickson-Smith Corp.,29.5,2832.0,37338444.0
Ap543676,Em543676,Hourly,"Smith, Hamilton and Dennis Corp.",9.1,20369.0,39009137.0
Ap262491,Em262491,Hourly,"Jones, Strong and Thompson Corp.",13.2,15361.0,21781159.0
Ap481009,Em481009,Salaried,"Pittman, Simpson and Chen Corp.",7.1,2182.0,106259030.0
Ap501921,Em501921,Self-Employed,Dunn-Castro LLC,19.8,12859.0,78863318.0
Ap360910,Em360910,Salaried,Lopez-Jackson Corp.,13.6,7642.0,70173491.0
Ap123236,Em123236,Salaried,"Sanders, White and Garcia Corp.",9.7,9153.0,78573925.0
Ap187955,Em187955,Self-Employed,Harris and Sons LLC,16.0,24505.0,114087744.0
Ap840874,Em840874,Self-Employed,Mendez-Humphrey LLC,16.8,11870.0,23671704.0
Ap727433,Em727433,Salaried,Gonzalez Ltd Corp.,8.3,15782.0,28495118.0
Ap770718,Em770718,Self-Employed,Wong-Hurst LLC,3.9,8293.0,111374515.0
Ap330785,Em330785,Self-Employed,Mccann-Smith LLC,9.7,10340.0,19915380.0
Ap194914,Em194914,Salaried,"Ortiz, Miller and Hunt Corp.",1.1,3843.0,99185062.0
Ap989302,Em989302,Salaried,"Bush, Hughes and Allen Corp.",13.9,6757.0,84063241.0
Ap307990,Em307990,Salaried,"Sweeney, Alvarez and Santos Corp.",16.3,3415.0,122428476.0
Ap478387,Em478387,Salaried,Navarro-Griffin Corp.,18.0,2275.0,110934972.0
Ap638884,Em638884,Salaried,Brown Group Corp.,23.3,21639.0,125875929.0
Ap756639,Em756639,Salaried,Mack-Ayers Corp.,6.9,24990.0,71723280.0
Ap294269,Em294269,Salaried,Henderson Ltd Corp.,20.5,9589.0,84015956.0
Ap997928,Em997928,Self-Employed,Williamson Inc LLC,16.8,10460.0,35798073.0
Ap492417,Em492417,Self-Employed,Dudley and Sons LLC,11.5,14491.0,91355065.0
Ap238155,Em238155,Self-Employed,Jackson LLC LLC,3.4,5184.0,51136143.0
Ap220674,Em220674,Self-Employed,"Wiley, Perry and Doyle LLC",9.7,17339.0,35693288.0
Ap881817,Em881817,Salaried,"Rose, Abbott and York Corp.",13.4,14170.0,90182284.0
Ap864757,Em864757,Self-Employed,Hodges Ltd LLC,1.7,23267.0,74164529.0
Ap356713,Em356713,Self-Employed,Sims-Bass LLC,15.6,17336.0,17995001.0
Ap541501,Em541501,Hourly,"Brock, Smith and Villa Corp.",20.7,20432.0,13827063.0
Ap643351,Em643351,Hourly,Bowers-Pena Corp.,19.0,24474.0,73673312.0
Ap167642,Em167642,Self-Employed,Sullivan-Ramirez LLC,2.6,10754.0,63885644.0
Ap190093,Em190093,Salaried,"Alvarado, Harrington and Ward Corp.",25.3,29500.0,95261223.0
Ap607606,Em607606,Salaried,Ramos-Knight Corp.,26.7,22422.0,100049356.0
Ap317215,Em317215,Self-Employed,Hanson-Daugherty LLC,9.5,4344.0,24457383.0
Ap807280,Em807280,Hourly,Zimmerman-Mathews Corp.,14.2,24557.0,40447157.0
Ap783889,Em783889,Salaried,"Jones, Williams and Dudley Corp.",29.0,18866.0,38346095.0
Ap135954,Em135954,Salaried,"Hansen, Bryan and Mclaughlin Corp.",8.2,28141.0,34217380.0
Ap127856,Em127856,Self-Employed,"Harris, Garza and Wolf LLC",13.1,4948.0,35243492.0
Ap626861,Em626861,Salaried,Pham-Smith Corp.,12.9,3056.0,118255488.0
Ap659655,Em659655,Hourly,"Ferrell, Smith and Sanford Corp.",8.9,21216.0,65947014.0
Ap595553,Em595553,Self-Employed,"Lewis, Preston and Mcgee LLC",6.6,3336.0,19588801.0
Ap862092,Em862092,Self-Employed,Allison Inc LLC,5.0,8158.0,101791991.0
Ap986040,Em986040,Salaried,Stanley-Camacho Corp.,23.1,28370.0,73030078.0
Ap422918,Em422918,Salaried,Palmer Ltd Corp.,25.8,7747.0,47832642.0
Ap123752,Em123752,Salaried,Diaz-Hudson Corp.,10.1,19054.0,48060400.0
Ap941461,Em941461,Salaried,Oneill-Brown Corp.,16.1,6365.0,125416304.0
Ap248757,Em248757,Self-Employed,King Ltd LLC,15.9,14421.0,26397399.0
Ap413837,Em413837,Self-Employed,Johnson-Hurley LLC,15.2,17503.0,106999743.0
Ap216739,Em216739,Salaried,"Galloway, Morris and Moore Corp.",7.0,13565.0,92054064.0
Ap942393,Em942393,Salaried,Aguilar-Williams Corp.,25.0,17838.0,40954569.0
Ap338009,Em338009,Salaried,"Berry, Wang and Moore Corp.",8.2,16545.0,98693429.0
Ap880316,Em880316,Salaried,Martin Inc Corp.,11.7,17285.0,124077472.0
Ap307980,Em307980,Self-Employed,Berg-Williams LLC,6.5,17836.0,12457955.0
Ap356609,Em356609,Salaried,"Carrillo, King and Wilson Corp.",4.1,3368.0,16710902.0
Ap488822,Em488822,Salaried,"Spencer, Anthony and Welch Corp.",14.0,12268.0,90822874.0
Ap436676,Em436676,Salaried,"Lozano, Craig and Williams Corp.",15.8,8974.0,13845029.0
Ap444138,Em444138,Salaried,Kelley PLC Corp.,5.9,6277.0,117330618.0
Ap418277,Em418277,Self-Employed,Gamble Group LLC,11.1,19522.0,77150336.0
Ap618271,Em618271,Salaried,"Ward, Hardin and Rodgers Corp.",25.5,13546.0,55164865.0
Ap423412,Em423412,Self-Employed,"Stephenson, Turner and Simpson LLC",17.6,14278.0,43086405.0
Ap585417,Em585417,Salaried,Wilson-Rogers Corp.,11.5,2194.0,128097649.0
Ap531459,Em531459,Salaried,Rodriguez Ltd Corp.,14.8,4015.0,75044868.0
Ap288456,Em288456,Self-Employed,"Hines, Haas and Rodriguez LLC",1.2,7776.0,46064576.0
Ap655941,Em655941,Salaried,"Mccullough, Smith and Brown Corp.",19.3,15178.0,19854519.0
Ap257729,Em257729,Self-Employed,Barnes LLC LLC,5.7,9214.0,27262517.0
Ap328504,Em328504,Hourly,Flores PLC Corp.,17.5,29095.0,76708747.0
Ap746117,Em746117,Salaried,Turner PLC Corp.,16.1,9384.0,10049828.0
Ap752665,Em752665,Salaried,Curry LLC Corp.,24.7,19082.0,58467226.0
Ap625910,Em625910,Salaried,Sloan-Mercer Corp.,19.1,21311.0,11516677.0
Ap673044,Em673044,Salaried,Osborne PLC Corp.,25.0,23917.0,69816594.0
Ap140809,Em140809,Salaried,"Mccoy, Clarke and James Corp.",13.9,6297.0,117799864.0
Ap641013,Em641013,Self-Employed,"Allen, Underwood and Hernandez LLC",12.1,23657.0,46581936.0
Ap816756,Em816756,Self-Employed,"Tucker, Benson and Lynch LLC",8.5,22489.0,77603809.0
Ap151226,Em151226,Salaried,Montgomery LLC Corp.,14.0,7419.0,24923260.0
Ap599512,Em599512,Salaried,"Bryant, Diaz and Vargas Corp.",22.5,4841.0,129001126.0
Ap705470,Em705470,Salaried,Cox and Sons Corp.,14.4,15231.0,78325856.0
Ap575781,Em575781,Salaried,"Morgan, Harris and Williams Corp.",14.5,24642.0,32885358.0
Ap129402,Em129402,Self-Employed,Horton-Carlson LLC,13.3,6174.0,84533234.0
Ap104263,Em104263,Hourly,Berg and Sons Corp.,28.8,18850.0,17503671.0
Ap851883,Em851883,Salaried,"Perez, Brown and Aguirre Corp.",4.8,15057.0,82955380.0
Ap277900,Em277900,Salaried,Kelly and Sons Corp.,26.3,23404.0,115131592.0
Ap672212,Em672212,Salaried,Knox-Fowler Corp.,12.9,16454.0,60381769.0
Ap436326,Em436326,Salaried,"Roberson, Wheeler and Taylor Corp.",6.4,21323.0,20583329.0
Ap324137,Em324137,Hourly,Anderson PLC Corp.,6.4,22675.0,50367874.0
Ap552268,Em552268,Salaried,Robbins LLC Corp.,5.2,12481.0,54148413.0
Ap397881,Em397881,Self-Employed,Fuentes Ltd LLC,14.5,13594.0,61589175.0
Ap463476,Em463476,Salaried,"James, Molina and Glenn Corp.",7.6,26847.0,88011105.0
Ap451707,Em451707,Self-Employed,Evans-Johnson LLC,9.4,24250.0,20806310.0
Ap784733,Em784733,Salaried,Solomon-Kennedy Corp.,17.1,7903.0,42085216.0
Ap610585,Em610585,Self-Employed,Rowe Ltd LLC,19.8,17078.0,88024710.0
Ap791757,Em791757,Salaried,Santiago-Benson Corp.,11.4,17334.0,37973304.0
Ap490719,Em490719,Salaried,"Moore, Hooper and Nelson Corp.",27.5,5092.0,85222133.0
Ap579361,Em579361,Self-Employed,Jones-Booker LLC,7.2,9241.0,109853297.0
Ap201371,Em201371,Hourly,Williams-Goodwin Corp.,9.4,6517.0,64639048.0
Ap662997,Em662997,Salaried,Mason-Atkins Corp.,25.2,19222.0,23325348.0
Ap292192,Em292192,Salaried,Velazquez-Casey Corp.,28.3,15207.0,57160265.0
Ap250322,Em250322,Self-Employed,"Gillespie, Lopez and Bernard LLC",14.8,11805.0,114573876.0
Ap121172,Em121172,Salaried,"Rogers, Bryant and Hahn Corp.",14.4,10976.0,122212543.0
Ap635843,Em635843,Salaried,Smith-Flores Corp.,25.5,6986.0,81175297.0
Ap677564,Em677564,Self-Employed,"Thompson, Taylor and Lynch LLC",3.1,10401.0,124954838.0
Ap681780,Em681780,Salaried,"Wright, Hayes and Dean Corp.",21.6,19690.0,17576666.0
Ap808362,Em808362,Salaried,"Walton, Wells and Franco Corp.",11.2,8486.0,70993121.0
Ap613319,Em613319,Self-Employed,"Kim, Alexander and Farmer LLC",2.5,24656.0,120938308.0
Ap880298,Em880298,Salaried,Williams-Cook Corp.,14.2,7604.0,114238797.0
Ap976031,Em976031,Salaried,Dean-Baker Corp.,9.0,8971.0,100911947.0
Ap322320,Em322320,Salaried,Garrett Group Corp.,29.5,25229.0,41338090.0
Ap517978,Em517978,Salaried,Wilson-Berry Corp.,17.2,21083.0,41951930.0
Ap111046,Em111046,Salaried,Hill Inc Corp.,7.0,19195.0,45126855.0
Ap328071,Em328071,Hourly,"Jones, Santos and Carter Corp.",24.9,24175.0,102081422.0
Ap478165,Em478165,Salaried,"Benson, Best and Bowman Corp.",7.6,6182.0,104244542.0
Ap808662,Em808662,Salaried,May PLC Corp.,19.6,25298.0,111147506.0
Ap516366,Em516366,Salaried,Robertson Inc Corp.,25.2,8041.0,57190691.0
Ap366997,Em366997,Salaried,Tate Group Corp.,4.9,19228.0,45998834.0
Ap745188,Em745188,Hourly,"Le, Smith and Glenn Corp.",18.0,26329.0,32678756.0
Ap582615,Em582615,Hourly,"Wilkins, Anderson and Lewis Corp.",24.0,18651.0,35624053.0
Ap515008,Em515008,Salaried,"Rice, Ali and Vega Corp.",2.1,18626.0,106383511.0
Ap683417,Em683417,Self-Employed,Parker-Watts LLC,2.1,11092.0,36110702.0
Ap861379,Em861379,Salaried,Harris Inc Corp.,4.0,6519.0,101194417.0
Ap305550,Em305550,Self-Employed,"Munoz, Robinson and Wilson LLC",2.9,14682.0,115868195.0
Ap344883,Em344883,Salaried,Smith and Sons Corp.,20.2,9753.0,127626901.0
Ap738418,Em738418,Salaried,White and Sons Corp.,15.8,5848.0,33701622.0
Ap560514,Em560514,Self-Employed,Smith-Doyle LLC,14.3,10382.0,102644267.0
Ap771210,Em771210,Hourly,"Fuller, Ortiz and Kaufman Corp.",6.8,4944.0,75521682.0
Ap221789,Em221789,Self-Employed,Perez-Gutierrez LLC,17.6,5669.0,50615649.0
Ap779418,Em779418,Salaried,"Duran, Ellis and Reed Corp.",5.6,27119.0,125057682.0
Ap800780,Em800780,Salaried,Smith-Montgomery Corp.,17.8,25495.0,92168730.0
Ap663178,Em663178,Self-Employed,Watson and Sons LLC,10.4,16249.0,88026970.0
Ap166017,Em166017,Salaried,Stephens-Cook Corp.,9.3,15871.0,99752343.0
Ap278376,Em278376,Self-Employed,"Harris, George and Fisher LLC",17.0,21127.0,119588594.0
Ap788281,Em788281,Hourly,Woods-Alvarez Corp.,24.1,22316.0,16877450.0
Ap599137,Em599137,Salaried,"Medina, Branch and Perkins Corp.",15.5,10428.0,17298834.0
Ap756884,Em756884,Salaried,"Fields, Watson and Beck Corp.",27.6,5375.0,92772731.0
Ap724712,Em724712,Salaried,"Crane, White and Holmes Corp.",16.0,19707.0,116577236.0
Ap901480,Em901480,Salaried,"Callahan, Ramirez and Kirk Corp.",16.8,6386.0,21924660.0
Ap793264,Em793264,Self-Employed,"Campbell, Lopez and Conrad LLC",3.4,24495.0,54920424.0
Ap941344,Em941344,Salaried,"Hill, Rodriguez and Patterson Corp.",6.9,3479.0,54770470.0
Ap658296,Em658296,Salaried,Smith-Cooper Corp.,2.6,7356.0,120326376.0
Ap493276,Em493276,Hourly,"Wright, Powers and Brown Corp.",6.7,19400.0,48332772.0
Ap830026,Em830026,Salaried,"Moore, Baker and Coleman Corp.",1.6,13182.0,112176178.0
Ap707847,Em707847,Self-Employed,Schmidt and Sons LLC,7.0,10126.0,54786493.0
Ap155337,Em155337,Salaried,"Hicks, Evans and Burke Corp.",6.4,10107.0,114031017.0
Ap997048,Em997048,Self-Employed,"Sherman, Horne and Buchanan LLC",4.2,21930.0,117517444.0
Ap375494,Em375494,Self-Employed,Johnson Inc LLC,6.4,13270.0,91785570.0
Ap124354,Em124354,Salaried,Vance LLC Corp.,4.9,15207.0,129962935.0
Ap145186,Em145186,Salaried,Carr Inc Corp.,17.5,18345.0,107501774.0
Ap652433,Em652433,Salaried,"Bennett, Johnson and Hardy Corp.",0.6,7421.0,124572443.0
Ap527236,Em527236,Salaried,Davis-Oneill Corp.,28.6,14796.0,83932658.0
Ap710411,Em710411,Salaried,"Cisneros, Moore and Nelson Corp.",7.5,19106.0,42081427.0
Ap599883,Em599883,Self-Employed,Montoya-Greene LLC,8.3,19455.0,108050211.0
Ap830546,Em830546,Salaried,"Walsh, Moore and White Corp.",19.1,16185.0,29601312.0
Ap840829,Em840829,Salaried,Copeland-Liu Corp.,17.9,25434.0,11335913.0
Ap644869,Em644869,Salaried,Melendez PLC Corp.,5.2,18148.0,118477509.0
Ap713217,Em713217,Salaried,"Johnson, Bautista and Rodriguez Corp.",27.9,7061.0,94604069.0
Ap385195,Em385195,Self-Employed,"Francis, Walker and Berry LLC",6.7,20104.0,53739111.0
Ap675762,Em675762,Self-Employed,Skinner Group LLC,11.9,9136.0,45120440.0
Ap716036,Em716036,Salaried,"Lane, Robinson and Byrd Corp.",24.5,12969.0,17647812.0
Ap225995,Em225995,Salaried,Lee-Sullivan Corp.,29.6,11094.0,52485165.0
Ap345690,Em345690,Salaried,Newton-Peters Corp.,1.8,15063.0,86272991.0
Ap431770,Em431770,Salaried,Dunn-Robertson Corp.,6.0,3906.0,53910972.0
Ap893392,Em893392,Salaried,"Willis, Baker and James Corp.",21.7,25475.0,115153981.0
Ap528988,Em528988,Salaried,"White, Bishop and Hoffman Corp.",9.1,9342.0,66407919.0
Ap280553,Em280553,Salaried,Pope-Lopez Corp.,16.4,17328.0,125156693.0
Ap660696,Em660696,Salaried,"Taylor, Ochoa and Mcbride Corp.",8.2,24691.0,15432317.0
Ap980438,Em980438,Hourly,Morris PLC Corp.,11.4,9156.0,129071266.0
Ap359568,Em359568,Salaried,"Flynn, Ross and Miller Corp.",12.3,29244.0,128489192.0
Ap419278,Em419278,Salaried,Weeks and Sons Corp.,19.0,14999.0,16585726.0
Ap251563,Em251563,Self-Employed,Hart Ltd LLC,17.2,20610.0,114650566.0
Ap756701,Em756701,Self-Employed,Mullins Inc LLC,12.2,4995.0,98256604.0
Ap799983,Em799983,Salaried,"Mcconnell, Stevens and Boyer Corp.",15.2,27412.0,73899895.0
Ap714615,Em714615,Salaried,Murphy PLC Corp.,17.8,27787.0,48455536.0
Ap493554,Em493554,Salaried,"Barnett, Wright and Christian Corp.",23.1,4399.0,120517318.0
Ap302503,Em302503,Self-Employed,Morris and Sons LLC,10.5,6756.0,14655593.0
Ap243326,Em243326,Self-Employed,"Morrison, Burgess and Tate LLC",5.0,24561.0,85012518.0
Ap807220,Em807220,Self-Employed,Davis and Sons LLC,7.9,5824.0,121656799.0
Ap111344,Em111344,Self-Employed,"King, Jenkins and Austin LLC",19.2,22725.0,40038456.0
Ap494966,Em494966,Self-Employed,Lloyd-Warner LLC,11.3,8325.0,48337052.0
Ap692245,Em692245,Salaried,Campbell Inc Corp.,12.7,22718.0,41566095.0
Ap205423,Em205423,Hourly,Hubbard LLC Corp.,27.3,17461.0,104785027.0
Ap420197,Em420197,Salaried,"Johnson, Mckee and Dixon Corp.",29.2,6546.0,94193677.0
Ap564071,Em564071,Salaried,Harris and Sons Corp.,29.3,17938.0,29298767.0
Ap771256,Em771256,Salaried,"Davis, Gutierrez and Nguyen Corp.",14.3,28199.0,126360750.0
Ap286833,Em286833,Self-Employed,Silva-Gill LLC,13.8,21998.0,103893651.0
Ap817912,Em817912,Self-Employed,"Washington, Patel and Castillo LLC",6.3,5477.0,93504283.0
Ap875435,Em875435,Hourly,White and Sons Corp.,19.8,13629.0,47434066.0
Ap177454,Em177454,Salaried,"Manning, Spears and Walker Corp.",10.5,2813.0,88695644.0
Ap357594,Em357594,Salaried,Williams-Reese Corp.,25.5,21525.0,49417667.0
Ap611897,Em611897,Hourly,"Bowen, Bentley and Ware Corp.",7.3,19576.0,114671037.0
Ap452744,Em452744,Hourly,"Cooley, Smith and Burke Corp.",9.8,14938.0,77912053.0
Ap616142,Em616142,Self-Employed,"Tanner, Weber and Smith LLC",16.0,7684.0,23743807.0
Ap137641,Em137641,Salaried,Lopez-Patel Corp.,8.0,2400.0,101221076.0
Ap653999,Em653999,Self-Employed,"White, Banks and Cannon LLC",12.7,9062.0,126046469.0
Ap956774,Em956774,Salaried,Bowman-Jones Corp.,17.6,12882.0,125298292.0
Ap469040,Em469040,Salaried,"Wheeler, Miller and Ashley Corp.",8.6,6241.0,82141783.0
Ap767542,Em767542,Self-Employed,"Taylor, Patterson and Morgan LLC",3.5,10418.0,23625815.0
Ap712121,Em712121,Self-Employed,Hamilton-Smith LLC,4.2,12260.0,67145128.0
Ap418420,Em418420,Self-Employed,Snyder Ltd LLC,1.5,13973.0,103562461.0
Ap381685,Em381685,Self-Employed,Wilson-Robles LLC,15.5,19834.0,38230279.0
Ap980889,Em980889,Self-Employed,"Choi, Dorsey and Murphy LLC",17.8,10401.0,86575151.0
Ap575526,Em575526,Salaried,"Martinez, Norman and Alvarez Corp.",22.8,28177.0,64066899.0
Ap144813,Em144813,Salaried,Odonnell and Sons Corp.,6.2,14499.0,93625544.0
Ap792558,Em792558,Salaried,Dean-Black Corp.,8.9,18482.0,26953623.0
Ap764180,Em764180,Salaried,"Tucker, Conrad and Patton Corp.",2.9,21799.0,38529854.0
Ap386214,Em386214,Salaried,Brown Group Corp.,1.9,25994.0,64388849.0
Ap442703,Em442703,Salaried,Simpson-Moore Corp.,6.9,20726.0,50904570.0
Ap304615,Em304615,Salaried,Soto-Johnson Corp.,2.1,3209.0,84989765.0
Ap576657,Em576657,Salaried,Skinner Ltd Corp.,22.8,28037.0,85729966.0
Ap666074,Em666074,Salaried,Aguirre-Lynch Corp.,10.0,7157.0,75929297.0
Ap850294,Em850294,Salaried,Rangel LLC Corp.,18.8,29274.0,12287109.0
Ap855164,Em855164,Salaried,"Montes, Boyd and Brooks Corp.",1.1,29675.0,44912837.0
Ap499953,Em499953,Self-Employed,"Cooley, Turner and White LLC",17.0,5981.0,88777229.0
Ap922494,Em922494,Salaried,Schultz-Herman Corp.,2.9,2405.0,79935805.0
Ap938003,Em938003,Self-Employed,Collins-Mann LLC,4.9,3817.0,61288036.0
Ap387654,Em387654,Salaried,Vang LLC Corp.,10.1,16804.0,34586082.0
Ap381570,Em381570,Salaried,"Olson, Guzman and Munoz Corp.",23.4,11675.0,129834636.0
Ap137265,Em137265,Hourly,"Ryan, Perez and Fisher Corp.",8.8,20795.0,91366520.0
Ap349321,Em349321,Salaried,Alvarado PLC Corp.,13.0,10504.0,35606712.0
Ap166150,Em166150,Salaried,"Osborne, Erickson and Parker Corp.",2.6,12277.0,13232519.0
Ap711600,Em711600,Salaried,Rivera PLC Corp.,9.7,22331.0,87166080.0
Ap189613,Em189613,Salaried,George-Burke Corp.,2.6,22277.0,17316114.0
Ap437054,Em437054,Salaried,Perez-Hill Corp.,13.7,18981.0,82135265.0
Ap938807,Em938807,Salaried,Mckay PLC Corp.,5.3,6026.0,59692566.0
Ap221826,Em221826,Salaried,"James, Butler and Wood Corp.",2.0,5875.0,27714612.0
Ap659723,Em659723,Hourly,Craig Inc Corp.,14.0,8801.0,77013619.0
Ap982875,Em982875,Salaried,Hanson Inc Corp.,15.3,22822.0,56605831.0
Ap550348,Em550348,Salaried,Myers-Morrison Corp.,28.3,8984.0,63576597.0
Ap310017,Em310017,Salaried,Gates-Mcpherson Corp.,19.0,3660.0,128185551.0
Ap234055,Em234055,Salaried,Stokes-Wells Corp.,26.7,7549.0,71968676.0
Ap590457,Em590457,Salaried,Campbell-Huang Corp.,1.1,11816.0,86220927.0
Ap776022,Em776022,Salaried,"Murray, Mccullough and Williams Corp.",22.8,9155.0,21992896.0
Ap909942,Em909942,Salaried,Burton-Campbell Corp.,29.0,10372.0,103063643.0
Ap833547,Em833547,Self-Employed,"Shannon, Hoover and Padilla LLC",14.9,7104.0,63774344.0
Ap796358,Em796358,Salaried,Barker PLC Corp.,20.8,16267.0,15006206.0
Ap550062,Em550062,Self-Employed,Lopez-Walker LLC,13.0,9569.0,89141773.0
Ap194071,Em194071,Salaried,Goodwin and Sons Corp.,11.5,8784.0,50532696.0
Ap893072,Em893072,Self-Employed,Soto-Banks LLC,10.3,21599.0,35753199.0
Ap406691,Em406691,Salaried,Nichols-Charles Corp.,25.0,14549.0,120425866.0
Ap941052,Em941052,Hourly,Fox and Sons Corp.,9.9,28089.0,10893786.0
Ap246389,Em246389,Self-Employed,"Hayes, Garcia and Swanson LLC",18.2,24849.0,123979157.0
Ap739896,Em739896,Salaried,Mitchell PLC Corp.,8.6,20927.0,94516021.0
Ap369708,Em369708,Salaried,Sharp Inc Corp.,21.8,7871.0,50590230.0
Ap782705,Em782705,Salaried,"Lawrence, Kramer and Baker Corp.",27.4,13444.0,95993834.0
Ap738112,Em738112,Salaried,"Sims, Harper and Lawrence Corp.",28.7,20893.0,12748978.0
Ap354444,Em354444,Salaried,Johnson Inc Corp.,15.3,25263.0,40999320.0
Ap703561,Em703561,Hourly,Booker-Valenzuela Corp.,13.0,8629.0,13706142.0
Ap961291,Em961291,Salaried,Ramos Group Corp.,25.3,13122.0,123110233.0
Ap311837,Em311837,Salaried,"Ryan, Villarreal and Wright Corp.",28.2,6695.0,19636892.0
Ap210017,Em210017,Salaried,"Reyes, Wilcox and Shelton Corp.",0.9,19908.0,129080435.0
Ap223618,Em223618,Self-Employed,Thomas-Rogers LLC,17.6,13004.0,123587248.0
Ap559297,Em559297,Hourly,"Gonzalez, Kelley and Pope Corp.",6.9,24134.0,24383460.0
Ap225341,Em225341,Salaried,Jensen-Lewis Corp.,15.1,10112.0,83263220.0
Ap915862,Em915862,Hourly,Powell-Flores Corp.,28.4,10161.0,63336753.0
Ap830892,Em830892,Salaried,Wiggins PLC Corp.,3.8,16922.0,85266801.0
Ap652076,Em652076,Salaried,Griffin PLC Corp.,2.8,15186.0,119205343.0
Ap850865,Em850865,Salaried,Wilson-Robinson Corp.,19.2,14179.0,12777363.0
Ap541759,Em541759,Salaried,Johnson Inc Corp.,13.0,3746.0,94014675.0
Ap955778,Em955778,Self-Employed,"Ponce, Gregory and Torres LLC",8.3,15131.0,91659486.0
Ap982554,Em982554,Salaried,Cooper Ltd Corp.,22.5,17901.0,15849874.0
Ap664262,Em664262,Salaried,Guzman-Garcia Corp.,29.1,17069.0,108927098.0
Ap993741,Em993741,Self-Employed,Vaughan Inc LLC,5.6,24104.0,71813307.0
Ap640659,Em640659,Self-Employed,Johnston LLC LLC,9.0,3212.0,24625775.0
Ap931516,Em931516,Salaried,Bailey-Jordan Corp.,13.3,11559.0,58145001.0
Ap522845,Em522845,Self-Employed,Smith Inc LLC,10.8,3975.0,38035568.0
