applicant_id,applicant_ssn,applicant_full_name,applicant_date_of_birth,applicant_gender,applicant_marital_status,applicant_level_of_education
Ap490719,287-90-5388,Jennifer Smith,1949-11-01,Male,Married,High School Diploma
Ap579361,361-47-1109,Rhonda Hoffman,1996-06-08,Male,Separated,Bachelor's Degree
Ap201371,058-13-0700,Amber Ramirez,1965-08-13,Male,Separated,High School Diploma
Ap662997,308-32-0047,Harold Bruce,1971-09-26,Other,Divorced,Master's Degree
Ap292192,850-26-9428,Nathan Williams,1997-11-27,Female,Separated,Some College
Ap250322,058-24-1928,Phillip Sullivan,1993-02-04,Male,Divorced,Bachelor's Degree
Ap121172,454-15-4402,Drew Campbell,1975-11-05,Female,Married,Bachelor's Degree
Ap635843,245-55-1226,Mary James,1992-01-17,Other,Separated,Doctorate
Ap677564,114-94-6498,Holly Yoder,1958-03-16,Male,Separated,High School Diploma
Ap681780,253-44-1186,Susan Olson,1949-07-28,Female,Divorced,Some College
Ap808362,652-60-1006,James Noble,1973-08-08,Male,Single,Bachelor's Degree
Ap613319,059-61-4662,Kendra Johnson,1962-02-12,Other,Married,Master's Degree
Ap880298,800-23-9912,Rodney Ayala,1956-01-21,Female,Single,Bachelor's Degree
Ap976031,126-65-3523,Barbara Browning,1993-01-27,Male,Divorced,Doctorate
Ap322320,813-74-4601,Victor Williams,1973-05-06,Female,Widowed,Doctorate
Ap517978,189-67-8635,Andrew Butler,1994-12-13,Other,Married,Doctorate
Ap111046,659-78-0337,Molly Fuller,1998-09-04,Male,Widowed,Some College
Ap328071,428-35-5001,Jeffrey Campbell,1982-05-19,Other,Widowed,High School Diploma
Ap478165,026-57-3225,Craig Gomez,1984-08-12,Male,Divorced,High School Diploma
Ap808662,355-72-0332,Robert Andersen,2007-02-23,Female,Widowed,Doctorate
Ap516366,168-40-2011,Melissa Jacobs,1987-06-27,Female,Married,High School Diploma
Ap366997,431-60-7163,Rachel Rojas,1966-11-15,Male,Single,Doctorate
Ap745188,586-15-7845,Peter Smith,1997-08-08,Other,Single,High School Diploma
Ap582615,529-96-5111,Kelly Mendoza DDS,1949-04-25,Female,Divorced,Master's Degree
Ap515008,182-90-1777,Gary Burnett,1999-02-20,Female,Married,Associate's Degree
Ap683417,766-84-3140,Paul Miller,1966-05-07,Other,Married,Doctorate
Ap861379,077-04-7878,Amanda Solis,1984-02-14,Other,Married,Some College
Ap305550,689-89-2328,Nicole Parker,1971-08-23,Male,Divorced,Bachelor's Degree
Ap344883,558-83-5334,Cheryl Thomas,1953-12-03,Other,Married,Associate's Degree
Ap738418,212-59-7863,John Moss,1953-03-21,Other,Separated,Some College
Ap560514,779-30-1286,Gloria Johnson,1992-02-15,Female,Single,Bachelor's Degree
Ap771210,774-76-8387,William Sutton,1959-07-20,Other,Single,High School Diploma
Ap221789,144-32-5181,John Smith,1958-08-20,Female,Married,Master's Degree
Ap779418,464-72-8786,Arthur Bennett PhD,1992-01-15,Other,Divorced,Associate's Degree
Ap800780,822-01-6150,Dakota Scott,1956-06-27,Female,Married,Doctorate
Ap663178,657-27-2633,Kevin Rodriguez,1972-03-18,Other,Widowed,Associate's Degree
Ap166017,256-80-5748,Kristina Floyd,1969-11-17,Male,Divorced,Master's Degree
Ap278376,474-31-0456,Sarah Barton,1965-11-07,Other,Single,Bachelor's Degree
Ap788281,061-64-4509,Aimee Miller,1987-03-25,Other,Widowed,Associate's Degree
Ap599137,638-03-1114,Ellen Wilson,1952-11-08,Female,Single,Associate's Degree
Ap756884,630-04-0217,Kendra Evans,2006-03-01,Other,Widowed,Doctorate
Ap724712,281-55-1753,Elizabeth Gordon,1960-08-14,Male,Single,Associate's Degree
Ap901480,414-84-0891,Mark Taylor,1955-05-17,Male,Single,Doctorate
Ap793264,584-63-8299,Danielle Blake,1982-02-18,Other,Married,Some College
Ap941344,407-48-4660,Daniel Callahan,1972-08-06,Female,Widowed,Doctorate
Ap658296,884-14-6246,Phillip Williams,1971-07-23,Other,Separated,Master's Degree
Ap493276,114-72-6712,Kaylee Johnson,1976-12-28,Female,Separated,Some College
Ap830026,389-72-3441,Tyler Harris,1953-03-24,Other,Married,Bachelor's Degree
Ap707847,400-27-3460,Edward Todd,1956-01-30,Other,Divorced,Some College
Ap155337,419-58-1822,Mrs. Tonya Wallace,1981-03-30,Male,Separated,Associate's Degree
Ap997048,340-40-8344,LISA QUINN,2001-01-02,Other,Separated,Bachelor's Degree
Ap375494,139-43-4479,Devin Preston,1980-01-10,Other,Married,Associate's Degree
Ap124354,755-50-3389,Kimberly Mckenzie,1976-02-17,Female,Separated,Doctorate
Ap145186,047-84-4122,Robert Gonzales,1957-02-01,Female,Married,Some College
Ap652433,705-12-6272,Kelly Lopez,1982-06-25,Female,Divorced,Master's Degree
Ap527236,567-95-2532,ROGER COOLEY,2001-08-10,Other,Separated,Master's Degree
Ap710411,367-45-6040,Jason Richmond,1961-10-23,Male,Widowed,Master's Degree
Ap599883,336-90-0126,David Fernandez,2002-04-02,Other,Divorced,Some College
Ap830546,341-03-7282,Joseph Rocha,1991-01-09,Male,Married,Doctorate
Ap840829,265-41-4305,Mr. Ronald Fletcher,1997-11-02,Other,Single,High School Diploma
Ap644869,801-05-5164,Paige Bernard,1954-12-01,Female,Divorced,High School Diploma
Ap713217,702-21-0842,WILLIAM WHEELER DDS,1993-11-14,Female,Married,Doctorate
Ap385195,148-52-9013,Jodi Weiss,1989-08-06,Other,Single,Bachelor's Degree
Ap675762,585-58-9852,Samantha Harrison,1963-10-09,Male,Widowed,High School Diploma
Ap716036,692-32-8918,SOPHIA HICKS,1973-04-07,Female,Separated,Doctorate
Ap225995,056-29-0224,Madison Wright,1962-04-04,Male,Single,Bachelor's Degree
Ap345690,237-10-5175,MARK PAYNE,1960-05-24,Female,Widowed,Master's Degree
Ap431770,111-59-0634,Ian Anthony,1950-04-13,Male,Widowed,Associate's Degree
Ap893392,003-77-4877,Samantha White,1992-12-05,Other,Divorced,Some College
Ap528988,068-76-3985,Anthony Mcdonald,1949-04-26,Female,Married,Master's Degree
Ap280553,791-97-9929,Donald Parsons PhD,1994-08-29,Female,Divorced,Bachelor's Degree
Ap660696,104-53-4274,William Sanchez,1963-05-10,Female,Separated,Associate's Degree
Ap980438,862-85-0318,Victoria Ferguson,1978-12-15,Male,Widowed,Associate's Degree
Ap359568,587-05-7700,John White,1987-09-23,Male,Separated,Doctorate
Ap419278,658-88-9314,Margaret Martin,1967-07-20,Male,Single,Some College
Ap251563,312-14-9512,Marissa Watkins,1989-07-29,Female,Married,Some College
Ap756701,179-24-0258,Mr. Scott Martin,1988-09-14,Female,Married,Master's Degree
Ap799983,368-52-9624,Nicholas Davis,1984-06-01,Male,Single,Doctorate
Ap714615,454-20-5215,Robert Peterson,1999-01-06,Female,Married,High School Diploma
Ap493554,047-23-8192,Mark Barnes,1999-02-26,Male,Separated,Associate's Degree
Ap302503,190-78-3933,Larry Daugherty,1958-10-10,Other,Separated,High School Diploma
Ap243326,710-82-3675,David Lewis,1985-04-05,Other,Divorced,Master's Degree
Ap807220,452-66-2712,Cynthia Silva,1969-09-27,Male,Divorced,Associate's Degree
Ap111344,879-61-5781,Ronald Wood,1961-06-05,Other,Divorced,Bachelor's Degree
Ap494966,602-85-2752,Robert Daniels,1992-02-20,Other,Married,Bachelor's Degree
Ap692245,851-22-8382,George King,1986-01-06,Male,Divorced,High School Diploma
Ap205423,178-53-6162,Christine Smith,2002-08-15,Other,Divorced,Doctorate
Ap420197,152-21-2804,Jason Benson,1999-10-25,Other,Single,Associate's Degree
Ap564071,863-59-3358,Aaron Thomas,1966-02-05,Male,Married,Master's Degree
Ap771256,597-73-7421,Juan Sutton,1962-08-15,Other,Single,Master's Degree
Ap286833,770-20-3908,William Santiago DDS,2005-08-14,Male,Widowed,Master's Degree
Ap817912,389-58-1913,Julie Winters,1951-02-13,Female,Married,Doctorate
Ap875435,662-80-7448,Timothy Conrad,1974-06-27,Other,Separated,Bachelor's Degree
Ap177454,154-01-0670,Samantha Hart,1988-10-10,Other,Divorced,Some College
Ap357594,028-05-0968,Kristen Valenzuela,1965-02-19,Female,Divorced,Master's Degree
Ap611897,299-67-4475,Stacy Pacheco,1989-05-31,Male,Single,Doctorate
Ap452744,640-07-3888,JOSHUA MORRIS,1968-10-03,Male,Separated,Master's Degree
Ap616142,106-50-4572,Jessica Wagner,1976-08-05,Male,Married,Some College
Ap137641,152-83-1957,Jennifer Rich,2000-02-27,Male,Widowed,Master's Degree
Ap653999,846-05-4705,Richard Barnett,1997-12-01,Female,Separated,Some College
Ap956774,744-15-7583,Erica Franklin,1963-07-30,Other,Married,High School Diploma
Ap469040,783-88-4005,Jessica Larson,1955-07-09,Other,Divorced,Master's Degree
Ap767542,802-69-5069,Bradley Gilbert,1973-10-20,Male,Widowed,Master's Degree
Ap712121,719-39-0239,Monica Stein,2002-05-11,Male,Separated,Doctorate
Ap418420,568-60-5081,Kevin White MD,1997-03-26,Other,Divorced,Bachelor's Degree
Ap381685,833-07-9518,Gregory Sandoval,1987-10-23,Male,Married,Some College
Ap980889,852-32-9348,Alicia Lane,1952-03-04,Other,Divorced,High School Diploma
Ap575526,014-61-5297,Holly Fox,1998-02-16,Female,Widowed,Some College
Ap144813,637-37-7801,Joseph Thomas,1982-05-08,Female,Separated,Master's Degree
Ap792558,549-20-8166,Tiffany Jensen,1969-03-09,Male,Married,High School Diploma
Ap764180,430-39-8961,Suzanne Collins,2005-01-21,Female,Widowed,Some College
Ap386214,523-07-0053,Christine Farley,1952-07-08,Male,Married,Doctorate
Ap442703,254-08-8943,Bruce Harrell,1971-06-10,Other,Divorced,Bachelor's Degree
Ap304615,683-86-3311,Jonathan Phillips,1954-09-15,Female,Single,Doctorate
Ap576657,797-53-6489,Maria Stewart,1979-09-11,Male,Single,Associate's Degree
Ap666074,818-61-3231,Roger Hampton,1995-12-15,Female,Divorced,Associate's Degree
Ap850294,525-89-1538,Tracey Powell,1991-03-30,Female,Single,Bachelor's Degree
Ap855164,465-85-7947,Catherine Smith,1993-12-23,Male,Widowed,Bachelor's Degree
Ap499953,780-19-2521,Lisa Nguyen,1955-08-22,Female,Widowed,Bachelor's Degree
Ap922494,333-77-6528,Jennifer Barnes,1981-05-09,Other,Widowed,Master's Degree
Ap938003,182-67-5709,Isabella Williams,1967-01-28,Other,Single,Some College
Ap387654,398-11-9685,Christina Montgomery,1968-11-05,Female,Single,Associate's Degree
Ap381570,329-99-2549,Brendan Ramirez,1970-10-15,Other,Widowed,Some College
Ap137265,271-42-7960,Donna Norman,1958-09-13,Other,Single,Master's Degree
Ap349321,453-48-3379,Kerri Salinas,1982-02-15,Female,Single,Doctorate
Ap166150,208-09-8966,John Green,1983-07-23,Other,Separated,Master's Degree
Ap711600,759-95-1241,William Small,1975-07-12,Female,Married,Associate's Degree
Ap189613,792-91-4849,Mitchell Wood,1974-03-19,Female,Divorced,Bachelor's Degree
Ap437054,270-55-1439,Becky Jones,1981-08-12,Other,Married,Associate's Degree
Ap938807,380-63-8420,Tyler Martinez,1950-07-30,Other,Widowed,Associate's Degree
Ap221826,558-92-8205,Michael Cole,1984-05-26,Female,Divorced,Bachelor's Degree
Ap659723,373-81-1324,Aaron Ramirez,1982-08-13,Other,Widowed,Bachelor's Degree
Ap982875,126-34-8336,Deborah Lopez,1974-03-03,Other,Widowed,Master's Degree
Ap550348,421-85-8816,Ryan Adams,1950-06-25,Other,Single,Doctorate
Ap310017,837-68-8665,Victoria Coleman,1968-02-03,Other,Married,High School Diploma
Ap234055,423-09-8678,Gary Jones,1965-01-02,Male,Married,Doctorate
Ap590457,151-14-5787,Julie Thompson,1981-01-07,Other,Married,Master's Degree
Ap776022,435-92-8363,Jessica Jimenez,1952-11-08,Male,Separated,Master's Degree
Ap909942,749-43-7326,Jessica Jackson,1996-12-05,Female,Married,Master's Degree
Ap833547,720-19-7440,Andrew Callahan,1980-09-04,Other,Separated,High School Diploma
Ap796358,226-48-9687,Kathleen Smith,1973-11-25,Other,Divorced,Doctorate
Ap550062,120-13-1359,Kyle Long,1996-11-18,Other,Single,Doctorate
Ap194071,171-36-8526,Regina Wilcox,1989-01-02,Other,Separated,Associate's Degree
Ap893072,725-03-5954,Matthew West,1986-05-31,Male,Married,Some College
Ap406691,452-73-8418,Michael Marshall,1998-02-25,Female,Single,Associate's Degree
Ap941052,377-75-5596,Antonio Morgan,1987-01-23,Male,Single,Doctorate
Ap246389,601-29-7502,Sean Lee,1957-05-23,Male,Married,Some College
Ap739896,481-52-2401,Andrew Jones,2004-08-19,Male,Widowed,High School Diploma
Ap369708,472-30-7969,Valerie Watson,1997-02-07,Female,Married,Master's Degree
Ap782705,096-17-2328,Stephanie Graham,1994-02-20,Other,Widowed,High School Diploma
Ap738112,693-22-5071,Courtney Gibson,1968-07-16,Female,Divorced,High School Diploma
Ap354444,236-30-7094,Beth Hardy,1954-09-01,Other,Divorced,Doctorate
Ap703561,620-80-2312,Jimmy Jones,1995-12-04,Female,Single,High School Diploma
Ap961291,364-17-6691,Eric Torres,1966-06-08,Female,Married,Bachelor's Degree
Ap311837,387-71-6432,Thomas Martin,1987-08-11,Other,Single,Bachelor's Degree
Ap210017,022-94-5461,Brianna Fitzgerald,1958-06-29,Male,Single,Master's Degree
Ap223618,424-34-0746,Linda Hall,1999-11-28,Female,Single,Bachelor's Degree
Ap559297,070-03-7120,Sandra Phillips,1978-03-30,Male,Divorced,Master's Degree
Ap225341,506-93-7126,John Bradford,2003-09-29,Female,Single,High School Diploma
Ap915862,708-89-0767,Michael Sanchez,1979-07-22,Male,Separated,Master's Degree
Ap830892,511-33-4677,Andrew Rogers,1991-12-13,Male,Married,Master's Degree
Ap652076,387-48-7140,Cynthia Meza,1954-04-23,Male,Single,Associate's Degree
Ap850865,817-04-5870,David Powell,1996-09-03,Male,Married,Bachelor's Degree
Ap541759,486-32-2038,Michael Wallace,2001-04-19,Other,Married,Bachelor's Degree
Ap955778,027-79-6310,Mary Barry,1981-10-17,Male,Separated,High School Diploma
Ap982554,548-94-6932,Amanda Harvey,1991-03-13,Female,Single,Some College
Ap664262,564-79-2707,Melanie Chavez,1977-07-03,Male,Widowed,Some College
Ap993741,146-81-0088,Tiffany Williams,1964-02-14,Other,Separated,Bachelor's Degree
Ap640659,627-91-7727,Brent Reed,1967-05-07,Female,Widowed,Associate's Degree
Ap931516,619-31-3665,Caleb Olsen,1982-03-08,Male,Married,Bachelor's Degree
Ap522845,168-41-8722,April Reynolds,1976-09-12,Female,Married,Associate's Degree
Ap806544,739-11-0700,Andrew Lee,1980-08-17,Male,Married,Bachelor's Degree
Ap424060,730-47-9129,Sarah Graves,1994-07-12,Male,Divorced,High School Diploma
Ap698260,062-04-1100,Mr. Sean Knox,1996-11-15,Other,Separated,Associate's Degree
Ap293259,492-58-2054,Laura Mitchell,1955-07-01,Female,Widowed,Associate's Degree
Ap375128,816-25-5640,Ashley Williamson,1996-12-30,Other,Divorced,Bachelor's Degree
Ap919471,530-82-1150,Karen Farmer,1996-06-17,Other,Divorced,Associate's Degree
Ap709719,004-23-2626,Heather Bentley,1979-12-28,Male,Widowed,Some College
Ap970123,322-23-1924,Michael Gordon,1975-01-06,Male,Separated,Some College
Ap945038,544-56-0434,Scott Garrett,1993-07-11,Other,Single,Doctorate
Ap503832,823-94-7254,Laura Poole,1968-08-31,Female,Single,Associate's Degree
Ap989097,353-35-4125,Robert Larson,1993-07-14,Other,Separated,Some College
Ap729661,194-83-2850,Casey Carter,1997-11-13,Male,Separated,Associate's Degree
Ap281144,200-65-5431,Linda Campbell,1995-09-24,Other,Divorced,High School Diploma
Ap911006,493-73-9812,Krystal Brown,1953-05-20,Female,Married,Some College
Ap350195,689-62-1396,Mr. Shawn Higgins,1962-11-03,Other,Single,Bachelor's Degree
Ap243748,403-50-6012,Amber Ramos,2005-11-03,Female,Widowed,Some College
Ap504032,524-56-3918,Leonard Carter,1970-12-03,Other,Single,Some College
Ap132733,722-58-5463,Lawrence Kim,1999-04-12,Other,Married,Master's Degree
Ap841040,478-50-4961,Jennifer Johnson,1965-08-05,Female,Divorced,Bachelor's Degree
Ap626338,673-19-7555,Michael Thomas,1950-02-24,Other,Separated,Associate's Degree
Ap209996,537-21-8799,Kari Kline,1994-10-07,Other,Divorced,Bachelor's Degree
Ap658221,377-10-1989,Gregory Brewer,1976-11-21,Other,Widowed,High School Diploma
Ap649239,585-07-0846,Evan Monroe,1969-06-07,Male,Single,Bachelor's Degree
Ap656701,683-99-6800,Benjamin Randall,1959-01-02,Female,Divorced,Master's Degree
Ap265873,747-95-4616,Crystal Meadows,1966-05-29,Other,Divorced,Associate's Degree
Ap810979,826-93-5737,Keith Branch,1984-01-20,Other,Divorced,Associate's Degree
Ap999005,371-64-0736,Christopher Hunt,1997-12-16,Male,Separated,Doctorate
Ap533816,514-30-6639,Dan Williams,1998-01-26,Male,Married,Doctorate
Ap813135,686-40-5274,Daniel House,1958-12-12,Female,Married,High School Diploma
Ap321888,168-67-9369,Mario Smith,1955-10-29,Female,Single,Master's Degree
Ap885332,002-16-7930,Justin Golden,1956-07-05,Male,Widowed,Doctorate
Ap845453,560-32-0515,James Holloway,1989-03-02,Male,Separated,Bachelor's Degree
Ap867950,424-97-8552,Philip Crawford,1995-10-07,Male,Married,Associate's Degree
Ap266472,072-78-5756,Timothy Robinson,1991-08-12,Female,Separated,Associate's Degree
Ap497710,770-21-1561,Christina Rowland,1958-10-27,Male,Single,Associate's Degree
Ap311760,466-88-3131,Marc Morales,1971-04-13,Female,Separated,High School Diploma
Ap222744,027-10-9511,ERIC JENSEN,1983-12-23,Male,Separated,Doctorate
Ap975863,372-77-2489,Jonathan Mitchell,1963-01-21,Female,Single,High School Diploma
Ap830051,343-51-7018,Elizabeth Logan,1999-06-20,Female,Divorced,Doctorate
Ap601946,264-42-6930,Linda Hernandez,1955-06-13,Male,Married,High School Diploma
Ap143001,318-87-1558,Julie Davis,1976-10-28,Male,Separated,Doctorate
Ap691652,407-68-2120,Bruce West,1949-11-25,Female,Separated,Doctorate
Ap931460,519-22-5409,Monica Sullivan,2001-01-16,Male,Single,Associate's Degree
Ap338506,438-42-0089,Joseph Murphy,1964-01-16,Male,Divorced,Associate's Degree
Ap853019,691-99-7566,Michael Cruz,1977-01-22,Male,Widowed,High School Diploma
Ap530789,256-32-1286,Cassandra Chapman,1981-09-15,Female,Single,Master's Degree
Ap756166,310-09-1916,Juan Kennedy,1949-11-06,Other,Divorced,Some College
Ap811998,415-31-4642,Janet Browning,1974-08-18,Female,Single,High School Diploma
Ap752589,480-27-3473,Christopher Ritter,1989-01-05,Female,Single,Doctorate
Ap599722,193-53-9215,Eric Robinson,1988-05-25,Male,Single,Bachelor's Degree
Ap785117,245-01-6186,Matthew Payne,1999-05-09,Other,Divorced,Master's Degree
Ap658924,812-95-5597,Anna Shaffer,1956-03-02,Other,Widowed,Associate's Degree
Ap835457,857-01-0392,Joshua Bond,1985-08-29,Other,Single,Associate's Degree
Ap279352,538-79-8909,Lucas Evans,1999-08-28,Other,Divorced,High School Diploma
Ap910694,740-78-2863,Elizabeth Mendez,1984-07-11,Female,Widowed,High School Diploma
Ap966867,861-45-6825,Alex Mills MD,1987-10-19,Other,Widowed,High School Diploma
Ap293283,669-46-5819,Jessica Hopkins,1955-11-23,Male,Single,Doctorate
Ap550195,899-99-1930,Lisa Martinez,1958-05-05,Other,Single,Master's Degree
Ap869884,045-92-0681,Charles Nicholson,1984-12-21,Other,Separated,High School Diploma
Ap531413,179-80-5040,Heidi Phillips,2007-02-17,Other,Separated,Bachelor's Degree
Ap403988,333-41-9402,Ana Allen,1962-12-16,Female,Separated,Associate's Degree
Ap426898,596-91-8827,Jorge Walker,1978-06-04,Female,Widowed,Master's Degree
Ap963561,860-58-6415,Sherry Neal,1954-11-17,Female,Separated,Doctorate
Ap402186,875-86-9666,Jessica Gallegos,1989-04-30,Other,Separated,High School Diploma
Ap161665,150-02-3196,Casey Dixon,1979-12-11,Other,Single,Master's Degree
Ap346584,180-53-4277,Jamie Dyer,2000-03-14,Other,Married,Doctorate
Ap216953,681-90-3889,Larry Vaughn,1957-10-14,Male,Divorced,Bachelor's Degree
Ap576072,414-21-6306,Karen West,1985-08-25,Male,Widowed,Associate's Degree
Ap782736,231-90-0291,Luis King,1970-12-25,Male,Married,Bachelor's Degree
Ap286626,831-78-8317,Brian Williams,1995-01-06,Female,Married,High School Diploma
Ap245271,787-13-7899,Ronald Garrett,1970-09-03,Female,Separated,Bachelor's Degree
Ap218533,077-81-2908,Elizabeth Logan,1995-07-13,Other,Widowed,Some College
Ap698069,289-74-2970,Angela Wolfe,1975-06-09,Male,Single,High School Diploma
Ap565966,168-69-0765,John Hall,1955-12-06,Male,Married,Some College
Ap166262,796-56-2900,Andrea Moore,1995-03-07,Male,Divorced,Bachelor's Degree
Ap933032,408-56-0634,Bonnie Fox,1964-07-01,Other,Separated,Bachelor's Degree
Ap176898,403-56-6312,Michelle Snow,2005-01-29,Male,Separated,Associate's Degree
Ap555699,555-47-9465,Madison Jones,2002-11-25,Male,Single,Some College
Ap249369,674-13-3972,Nicholas Berry,1949-08-26,Female,Divorced,High School Diploma
Ap654736,849-45-9946,Cynthia Patrick,1984-09-15,Female,Married,Master's Degree
Ap388316,603-82-2177,David Berry,2000-11-18,Male,Single,Bachelor's Degree
Ap107657,216-38-8860,Jennifer Rodriguez,1982-06-29,Other,Separated,Doctorate
Ap577602,239-67-7138,Ashley Allen,1958-08-25,Other,Separated,Bachelor's Degree
Ap880977,604-44-5902,Sara Todd,1998-02-28,Other,Widowed,Doctorate
Ap474999,750-50-1230,Mrs. Diana Cordova,1949-05-10,Other,Married,Doctorate
Ap784191,657-70-1696,Brenda Casey,1969-05-16,Male,Widowed,High School Diploma
Ap107906,331-65-6144,Julia Adams,1973-12-22,Male,Married,High School Diploma
Ap423557,399-50-6332,Randy Johnson,1968-07-17,Female,Separated,High School Diploma
Ap678316,773-73-2413,Marc Henry,2006-06-11,Male,Separated,Bachelor's Degree
Ap893719,127-17-5433,Ricky Young,1988-07-12,Female,Married,Associate's Degree
Ap395804,296-84-3817,Jodi Smith,1979-10-04,Female,Widowed,Some College
Ap568974,378-28-0834,Samantha West,2000-12-01,Male,Separated,High School Diploma
Ap946936,341-89-6784,Mr. Ronald Morrison,1999-08-05,Other,Divorced,Associate's Degree
Ap815080,234-34-9375,Isaac Johnson,2005-11-04,Male,Separated,High School Diploma
Ap727267,790-41-4422,Brett Page,1973-07-26,Other,Widowed,Master's Degree
Ap134701,899-39-2916,Timothy Kennedy,1951-08-31,Male,Divorced,Some College
Ap183300,326-95-0596,Christine Diaz,1972-02-06,Other,Single,High School Diploma
Ap865537,131-95-8748,Lawrence Richards,1963-10-11,Other,Widowed,Master's Degree
Ap773034,506-27-3285,Benjamin Martinez,1993-03-18,Other,Widowed,Master's Degree
Ap183560,778-56-5393,Destiny Mullen,1982-03-15,Male,Divorced,Associate's Degree
Ap342615,250-60-2283,Lori Roberts,1958-04-12,Female,Widowed,Associate's Degree
Ap143642,315-30-0566,Mrs. Emily Anderson,1986-07-17,Female,Separated,Master's Degree
Ap617083,148-71-4554,Victoria Black,2003-12-21,Other,Divorced,Doctorate
Ap591036,438-74-4330,Timothy Torres,1954-06-16,Male,Single,Bachelor's Degree
Ap427304,117-61-0775,Tracy Stone,1951-09-27,Female,Single,Master's Degree
Ap904034,125-91-8974,Ray Diaz,2004-11-16,Male,Widowed,Associate's Degree
Ap465464,782-17-1788,Michele Oliver,1979-08-17,Female,Divorced,Doctorate
Ap713089,449-19-7819,Trevor Lang,2001-05-02,Female,Single,Associate's Degree
