Application ID,Application Date,Loan Type,Loan Amount Requested (USD),Loan Purpose,Repayment Tenure (Months),Applicant SSN,Applicant Full Name,Applicant Date of Birth,Applicant Gender,Applicant Marital Status,Applicant Level of Education,Applicant Street Address,Applicant City,Applicant State,Applicant Zip Code,Applicant Phone Number,Applicant Email Address,Employment Type,Employer Name,Duration of Employment (Years),Monthly Income (USD),Bank Account Number,Next of Kin Full Name,Next of Kin Relationship,Next of Kin Phone Number
USLW-APP-20241223-626,2024-12-23,Small Business,414441.0,Startup Costs,31.0,683-28-5947,Ruben Dickerson,1955-02-15,Female,Widowed,High School Diploma,14147 Nguyen Street Apt. 718,Whiteburgh,Illinois,05523,(954)147-9337,teresa41@hotmail.com,Hourly,"Ball, Cervantes and Shaffer Corp.",1.5,13526.0,028868402,Ryan Gonzales,Sibling,+1-688-502-9640
USLW-APP-20240906-242,2024-09-06,Small Business,55492.0,Inventory,79.0,303-28-9719,Matthew Hall,1975-01-18,Other,Widowed,Doctorate,896 Church Estates Suite 961,Myerschester,Kansas,71149,468-675-6835x716,jay28@yahoo.com,Salaried,Nguyen LLC Corp.,25.1,7722.0,032546626,Haley Spencer,Friend,001-298-979-2164x439
USLW-APP-20250205-870,2025-02-05,,9003.0,Education,56.0,021-54-3281,Billy Williams,1993-06-05,Female,Divorced,Associate's Degree,1237 Karen Islands,Mayberg,Nevada,53129,001-113-980-7547x69698,zstewart@george.biz,Salaried,Decker and Sons Corp.,12.1,23706.0,110332134,Robert Smith,Parent,403.446.5476x925
USLW-APP-20240607-142,2024-06-07,Mortgage,446608.0,Home Purchase,198.0,706-87-5067,David Sims,1993-12-10,Male,Divorced,High School Diploma,5595 Jessica Light Apt. 165,New Kristina,Rhode Island,66901,+1-066-931-2295,richardjohnson@sullivan.org,Salaried,Moore-Ellis Corp.,18.4,19610.0,,Kevin Smith,Sibling,(124)072-2331
USLW-APP-20240621-320,2024-06-21,Personal,20806.0,Vacation,39.0,129-13-5980,,1979-03-11,,Widowed,Doctorate,452 Jeffrey Ridge,Christinechester,Rhode Island,36821,001-198-158-3737x2322,erincantrell@mejia.biz,Salaried,Wright LLC Corp.,5.5,21986.0,098767892,Carla Turner,Sibling,518.684.7553x9225
USLW-APP-20240620-886,2024-06-20,Small Business,213323.0,Inventory,82.0,201-61-1672,Andrea Smith,1972-01-22,Female,Single,Associate's Degree,40645 Vicki Parks Apt. 321,Bryantshire,,68476,313.170.4094x75631,nicholskevin@hotmail.com,Self-Employed,Young-Lyons LLC,6.6,20076.0,123152628,Amanda Rodgers,Parent,+1-900-177-1751x71239
USLW-APP-20240610-323,2024-06-10,Personal,45838.0,Other,23.0,761-17-3572,Stacy Mendoza,1982-04-03,Other,Married,Some College,21133 Roman Union Apt. 457,Jacquelinefurt,Oklahoma,57465,+1-491-939-1775x76738,,Self-Employed,,11.2,24989.0,098088186,Dawn Calderon,,001-673-355-5899x2204
USLW-APP-20240921-455,2024-09-21,Small Business,363841.0,Startup Costs,59.0,733-49-6667,,1977-08-08,Male,Separated,High School Diploma,425 Alyssa Manor Suite 649,Amyview,Rhode Island,78287,001-214-732-0731x469,,Self-Employed,"Martinez, Taylor and Soto LLC",14.4,14600.0,073719056,Jennifer Morrison,Sibling,5531646640
USLW-APP-20240408-746,2024-04-08,Personal,22055.0,Education,60.0,686-17-1656,David Mcdonald,1954-05-15,Female,Separated,Associate's Degree,6530 Day Crescent,Johnsonmouth,Florida,62310,465-807-3444,madisonpayne@yahoo.com,Salaried,Weaver LLC Corp.,15.8,10498.0,110373290,Heather Kerr,Sibling,778-966-2149
USLW-APP-20250119-605,2025-01-19,Personal,4812.0,Vacation,15.0,640-18-6642,James Lopez,1956-12-29,Male,Widowed,Master's Degree,81662 Jason Ville,West Wesleyburgh,Colorado,67355,431-026-2407,petersentyler@cook.org,Salaried,Buchanan-Butler Corp.,28.2,10641.0,078469631,Hunter Russell MD,Spouse,+1-748-520-5799x8796
USLW-APP-20250222-677,2025-02-22,Small Business,216493.0,Equipment Purchase,53.0,458-39-1524,Cynthia Duncan,1987-09-11,,Separated,Associate's Degree,8995 Hebert Road,Anthonychester,South Carolina,93340,(726)2797724,masontodd@hotmail.com,Salaried,Davis-Harmon Corp.,19.7,8569.0,085220494,Whitney Aguilar,Friend,001-211-399-3851x743
USLW-APP-20250101-628,2025-01-01,Personal,41346.0,Other,28.0,880-10-2236,James Mccoy,1957-05-10,Male,Married,,20646 Goodwin Circle Apt. 429,South Matthewstad,Rhode Island,54054,266.110.2289,kimberly06@brown-bailey.com,Salaried,"White, Berry and Brown Corp.",27.9,14852.0,086430212,Craig Flores,Sibling,001-253-393-9831x781
USLW-APP-20240917-681,2024-09-17,Personal,49304.0,Education,12.0,613-18-2037,Michael Alvarez,1982-06-14,Male,Widowed,High School Diploma,5823 Bentley Rapid,Port Tracey,West Virginia,03677,665.583.0270x7078,crawfordjeffrey@bruce-hughes.net,Salaried,Rogers LLC Corp.,20.3,4681.0,028924838,George Lewis,Friend,001-959-242-4117x236
,2024-12-09,Mortgage,266459.0,Refinance,224.0,216-17-0983,Ryan Peterson,1993-10-10,Other,Single,Master's Degree,47938 Tina Cove Apt. 260,Scottchester,Vermont,,(732)701-4251,collinsann@gmail.com,Self-Employed,Rodriguez and Sons LLC,4.1,7319.0,,Dennis Olson,Friend,817-535-4553
USLW-APP-20241224-328,2024-12-24,Small Business,274296.0,Equipment Purchase,41.0,074-32-7784,Martha King,1952-11-16,Female,Single,High School Diploma,381 Ramirez Crossing Apt. 746,New Melissa,Wisconsin,10831,001-823-098-3982x4195,christophermarquez@bowman.net,Salaried,King and Sons Corp.,19.6,26533.0,022423843,Jessica Berry,Spouse,+1-108-659-7561x7988
USLW-APP-20240708-619,2024-07-08,Personal,28363.0,Home Improvement,54.0,628-69-8891,Brittney Robinson,1978-07-05,Female,Single,Some College,811 Sarah Hollow,Johnnyberg,Nebraska,76633,526.066.9386,sstanley@wallace.com,Self-Employed,"Trevino, Gregory and Smith LLC",14.7,17171.0,051070869,Emma Moore MD,Parent,001-533-164-5804
USLW-APP-20240730-991,2024-07-30,Personal,32322.0,Home Improvement,52.0,431-94-4214,Teresa Mayo,1949-10-10,Female,Separated,Some College,141 Oliver Pines Suite 550,Lake Ellenview,Connecticut,69477,782.418.6758x6123,,Hourly,"Hall, Weiss and Carter Corp.",23.3,21443.0,054259043,Rachel Golden,Spouse,297.930.5895
,2024-04-30,Personal,42818.0,Medical Expenses,27.0,372-38-0333,Joshua Bowman,1951-08-26,Female,Separated,,,,West Virginia,05829,934.273.0375x25254,ltorres@yahoo.com,Hourly,"Garcia, Whitney and Boyd Corp.",24.9,27696.0,041702723,Michael Taylor,Spouse,+1-390-729-6409x201
USLW-APP-20240511-970,2024-05-11,Mortgage,594323.0,Refinance,286.0,005-19-4560,Melissa Clark,1998-08-15,Male,Married,High School Diploma,83625 Dominguez Mountain,Hernandezfurt,Arkansas,57135,525-912-6828x609,helen64@williams.com,Self-Employed,"Mathews, Burton and Bailey LLC",18.6,24467.0,050806704,,Spouse,(871)403-6905x421
USLW-APP-20240719-918,2024-07-19,Small Business,372126.0,Expansion,74.0,184-18-1652,Eric Schmidt,1965-09-01,Female,Single,Associate's Degree,42845 Martinez Way,Lake Patrick,Rhode Island,91497,(979)408-9279,cboone@weeks.net,Hourly,Graham Ltd Corp.,25.7,25806.0,124053357,Abigail Williams,Friend,289-050-2438
USLW-APP-20241007-979,2024-10-07,Auto,63565.0,Refinance,32.0,767-16-2740,Henry Phillips,,Other,Separated,Some College,2339 Young Coves,New Vanessaville,North Carolina,24407,(332)402-8865x914,harellano@yahoo.com,Salaried,Page and Sons Corp.,16.1,26437.0,041883451,Teresa Berry,Parent,299.916.0481x0095
USLW-APP-20250307-987,2025-03-07,Mortgage,174560.0,Home Purchase,235.0,496-99-8761,Jeremiah Mccoy,1968-10-26,Male,Separated,Master's Degree,39897 Thomas Shores,Jenniferborough,North Carolina,83197,4252688229,andersonmaria@wells-cole.info,Hourly,Velasquez-Smith Corp.,19.4,28339.0,107690258,Melissa Ramirez,Spouse,843.795.1760
USLW-APP-20250208-448,,Auto,5700.0,New Car Purchase,31.0,223-45-5707,Robert Ramirez,1956-06-30,Other,Separated,Master's Degree,646 Tyler Cliffs Suite 066,,Hawaii,75798,(833)249-5099,,Self-Employed,"Walker, Rivera and King LLC",1.7,19050.0,017378039,William Reese,Spouse,+1-898-201-5145x4863
,2024-06-15,Personal,14881.0,Education,40.0,175-92-9595,Roger Hernandez,1980-10-14,Female,Widowed,Master's Degree,73567 James Plains,East Lauren,Illinois,02297,(930)027-4226,nbullock@romero.biz,Retired,,0.0,0.0,065497357,Kelly Wade,Sibling,+1-602-038-0094
USLW-APP-20240408-382,2024-04-08,Small Business,259794.0,Inventory,61.0,579-52-8191,Heather Mitchell,1999-08-26,Male,Widowed,Doctorate,94059 Brittany Light,,Virginia,03303,956.443.9798x463,rodriguezjoshua@hartman.com,Salaried,Dougherty Inc Corp.,21.9,9280.0,,Matthew Wilson,Friend,8368866558
USLW-APP-20250223-852,2025-02-23,Personal,16468.0,Education,48.0,881-12-5639,Alexander Mclaughlin,1950-07-06,Male,Married,Doctorate,998 Diaz Ways Suite 803,New Jasonshire,Illinois,07743,610.277.1078,summerslisa@gmail.com,Salaried,Spencer-Rogers Corp.,15.2,20374.0,116881061,Tyler Howard,Sibling,7707481348
USLW-APP-20240415-769,2024-04-15,Auto,26337.0,Refinance,66.0,750-23-2872,Sharon Conner,1996-12-18,Other,Married,Associate's Degree,7635 Trujillo Port Suite 935,Smithview,Washington,71122,(952)486-1662,julie41@cooper.org,Salaried,"Chase, Gordon and Patel Corp.",16.4,9219.0,112306647,Jacqueline Murray,Spouse,817-128-2648x1254
USLW-APP-20240916-501,2024-09-16,Personal,28358.0,Education,33.0,320-19-6172,Teresa Duncan,1975-07-08,Male,Divorced,Associate's Degree,714 Pierce Tunnel,Mosleytown,Texas,69322,001-130-987-1438x34595,iholden@hotmail.com,Retired,,0.0,0.0,096854202,Andrea Sheppard,Sibling,075.953.3807
USLW-APP-20250303-299,2025-03-03,Auto,19550.0,Refinance,39.0,559-40-2761,Denise Rivera,2005-01-29,Other,Separated,Some College,72532 Martin Curve,Powerstown,Iowa,34451,9691167650,diana97@hotmail.com,,Clark Group Corp.,10.8,13941.0,083677175,James Medina,Spouse,010-393-1970x8974
USLW-APP-20250226-279,2025-02-26,Personal,36086.0,Medical Expenses,50.0,465-83-9857,Joel Barnes,1992-04-09,Female,Widowed,Some College,518 Amanda Via,Lake James,New Mexico,86140,065.340.3744x29949,tlee@yahoo.com,Hourly,Dyer-Leonard Corp.,,3735.0,087045910,Elizabeth Castillo DDS,Sibling,+1-489-018-5027x65401
USLW-APP-20250214-851,,Personal,2529.0,,27.0,304-60-8193,ERIKA GILMORE,1995-08-01,,Married,Bachelor's Degree,093 Cabrera Drive,Williamhaven,Alabama,10083,+1-603-778-4498x1936,davischristopher@yahoo.com,Salaried,"Tucker, Rojas and Jones Corp.",25.2,15522.0,057988748,Dr. Larry Walker MD,Sibling,440.217.9298x029
USLW-APP-20240920-573,2024-09-20,Personal,5610.0,Home Improvement,36.0,419-59-2482,Michael Robertson,2000-12-26,Female,Married,Master's Degree,6803 Valerie Vista Suite 120,Lake Mark,Texas,46829,581-672-5209x144,jeremiah79@yahoo.com,Hourly,Franco-Peters Corp.,28.2,10397.0,098390764,Adrian Hopkins,Friend,628.868.2218
USLW-APP-20240718-484,2024-07-18,Mortgage,509463.0,Refinance,216.0,820-07-5579,Cory Gross,1984-01-07,Male,Separated,Master's Degree,589 Steven Pike,Matthewburgh,Kansas,,(702)4547875,,Salaried,"Brewer, Coleman and Miller Corp.",6.8,21766.0,115675744,Lori Hammond,Spouse,267-767-5784x2562
USLW-APP-20240922-683,2024-09-22,Personal,1319.0,Education,17.0,247-12-9249,Timothy Washington,2001-10-28,Male,Separated,Some College,,Riveratown,South Carolina,88566,(223)206-3604,troy24@taylor.com,Salaried,Rivera-Hernandez Corp.,25.1,6126.0,040178471,Jesse Raymond,Friend,001-821-006-0944x838
USLW-APP-20241126-578,2024-11-26,Small Business,382608.0,Startup Costs,55.0,693-96-8739,William Fuentes,1989-06-24,Male,Married,Bachelor's Degree,433 Pham Meadow,Ronaldmouth,Nebraska,07751,+1-957-650-3084,henrylisa@mckay.com,,Mitchell-Roman LLC,3.4,16113.0,064949110,Timothy Roman,Friend,001-076-087-2471x2261
USLW-APP-20240422-544,2024-04-22,Mortgage,769562.0,Refinance,305.0,190-08-5518,,2001-09-13,Other,Single,Bachelor's Degree,5630 Ian Walks Apt. 964,South Michaeltown,Wisconsin,48709,454.967.4406,jamesmccullough@yahoo.com,Salaried,"Wilson, Gray and Jones Corp.",3.3,11520.0,098973026,Brandi Cooke,Spouse,+1-759-742-4709x4971
USLW-APP-20240903-192,2024-09-03,Small Business,190195.0,Inventory,43.0,002-51-0230,Jill Alexander,1969-02-09,Female,Married,Bachelor's Degree,3684 Wise Lock,North Carolinefort,Arkansas,61768,+1-242-537-2045x11516,melanie64@golden.net,Salaried,"Mullins, Allen and Stone Corp.",12.6,22683.0,109451178,Justin Phelps,Friend,897-433-9324
USLW-APP-20241015-272,2024-10-15,Mortgage,451647.0,Refinance,238.0,143-69-1549,Tim Chandler,2002-03-08,Male,Widowed,Bachelor's Degree,86135 George Terrace Apt. 964,South Davidside,Rhode Island,12935,(851)734-0853,quinnsusan@hotmail.com,Salaried,"Kirby, Perry and Cooper Corp.",1.7,25016.0,049048146,Matthew Stone,Spouse,090-973-6421x34357
USLW-APP-20240914-932,2024-09-14,Personal,32361.0,Education,45.0,076-69-7653,HEATHER MACDONALD,1992-12-16,Female,Widowed,High School Diploma,97609 Moore Mount Apt. 665,Leshire,South Carolina,75325,996.503.5013x3741,blackjuan@yahoo.com,,Harvey-Garcia Corp.,25.0,7709.0,019404859,Tracey Wallace,Spouse,001-534-313-9504x878
USLW-APP-20240717-811,2024-07-17,Personal,10900.0,Debt Consolidation,18.0,898-84-4925,Elizabeth Green,1981-11-14,Female,Divorced,Bachelor's Degree,4417 David Crossing Suite 517,West Nancy,Wisconsin,56669,+1-289-737-2407x80662,markwhite@yahoo.com,Salaried,,22.5,22366.0,,,Spouse,(059)869-0904x0886
USLW-APP-20241205-666,2024-12-05,Personal,26834.0,Vacation,50.0,224-57-3420,Thomas Madden,,Other,Married,Master's Degree,154 James Unions Suite 195,,Connecticut,62089,442.388.5018,rosetimothy@hotmail.com,Self-Employed,Willis-Griffin LLC,5.1,20016.0,,Madison Rollins,Sibling,(328)662-1631x6760
USLW-APP-20241224-708,2024-12-24,,12385.0,Vacation,37.0,780-43-9877,,2005-12-13,Other,Widowed,Some College,28754 Joseph Meadow Apt. 342,Reynoldshaven,Arkansas,41028,637.661.9010,mreed@briggs.com,Unemployed,,0.0,0.0,102757109,,Spouse,7111550139
USLW-APP-20250217-555,2025-02-17,Personal,22061.0,Medical Expenses,23.0,063-80-6831,Michelle Herring,1970-02-26,Female,Widowed,Some College,71774 Bennett Cliff,South Meagan,Alaska,11699,205.421.3207,charlesjones@pearson.com,Hourly,"Torres, Williams and Mendez Corp.",0.6,3380.0,011536547,Selena Gomez,Spouse,+1-267-681-2507x306
USLW-APP-20240625-947,2024-06-25,Personal,14477.0,Other,23.0,201-73-7307,Mr. Dale Cochran,1992-01-27,Female,Single,Doctorate,992 Williams Plaza,Danielleburgh,Montana,49205,+1-301-702-1028x669,greynolds@yahoo.com,Retired,,0.0,0.0,082533906,Sara Williams,Spouse,(355)189-7050x123
USLW-APP-20240719-681,2024-07-19,Mortgage,873064.0,Refinance,254.0,156-64-4378,Raven Shaw,1994-05-09,,Widowed,Some College,75363 Jackson Hills Suite 560,West Samanthaview,Alaska,10072,001-621-875-9439x87344,lneal@jones.com,Salaried,"Barr, Espinoza and Maxwell Corp.",3.9,23790.0,123425478,Harold Kelly,Sibling,727-133-7530x017
USLW-APP-20240417-952,2024-04-17,,686950.0,Home Purchase,240.0,506-53-0451,Ryan Sanchez,1962-11-04,Female,Married,Master's Degree,,Ronaldside,Nevada,82604,777.709.9867x490,ebush@gmail.com,Unemployed,,0.0,0.0,127282824,Rebecca Washington,Parent,+1-540-905-9584
USLW-APP-20240405-275,2024-04-05,Personal,47294.0,Medical Expenses,51.0,130-83-6141,Heather Dodson,1993-01-19,Other,Widowed,Some College,89184 Richardson Center Suite 470,Lake Rachelhaven,Iowa,75067,902-908-8915x7701,laurensmith@velasquez-osborne.com,Salaried,"Humphrey, Baker and Hood Corp.",9.1,16838.0,031430199,Sara Ray,Friend,5685817470
USLW-APP-20250213-584,2025-02-13,Small Business,351648.0,Working Capital,,520-94-1038,Jessica Ortega,1974-03-27,Female,Single,Associate's Degree,6393 Rodriguez Burgs Suite 973,South Steven,,76017,+1-548-325-7089x52484,hillkristin@reyes-dickerson.com,Retired,,0.0,0.0,124621158,Jonathan Williams,Parent,001-545-116-7283x7241
USLW-APP-20240706-661,2024-07-06,Auto,62110.0,New Car Purchase,71.0,395-90-6488,Frank Smith,1976-07-09,Other,Separated,Doctorate,027 Medina Plaza,East Jessicaborough,Oklahoma,22373,,aaron42@archer.com,Self-Employed,Fitzgerald PLC LLC,19.3,7380.0,071125435,Rebecca Allen,,501-365-2929x21923
USLW-APP-20250317-710,,Mortgage,861958.0,Refinance,310.0,670-49-1846,Joseph Reed,1999-10-26,Female,Divorced,High School Diploma,80083 Julian Hill,Toddberg,South Carolina,87677,156.676.3083x186,cruzchristine@bradley.org,Self-Employed,Wright PLC LLC,15.5,16438.0,046924043,Sara Robinson,,957-973-7396x094
USLW-APP-20250123-757,2025-01-23,,11234.0,Debt Consolidation,,778-08-9173,William Hall,1959-04-29,Male,Separated,Master's Degree,8507 Brandt Course Suite 704,North David,Arkansas,,001-515-619-1122x11502,alfredpeterson@yahoo.com,Salaried,Roman-Hill Corp.,18.5,7650.0,037562155,Dylan Hart DDS,Friend,+1-133-841-6528x687
USLW-APP-20241107-939,2024-11-07,Mortgage,264817.0,Refinance,253.0,542-80-6499,,1967-04-23,Male,Divorced,Associate's Degree,9421 Thomas Road,Lake Amber,Hawaii,72211,975.532.9657x88535,ascott@mckay.com,Self-Employed,"Willis, Herrera and Obrien LLC",10.4,15053.0,025175923,Diana Meyer,Friend,+1-543-900-4474
USLW-APP-20241218-364,,Small Business,65144.0,Equipment Purchase,82.0,290-98-8806,John Jones,1984-07-11,,Single,Doctorate,2826 Beard Hollow Suite 466,West Mariahfort,Mississippi,99307,635.174.6410x846,laurie15@gmail.com,Salaried,Roberts Ltd Corp.,17.2,7394.0,055537340,Shelby Wood,Sibling,463-712-7127x046
USLW-APP-20240417-356,,Mortgage,841937.0,Home Purchase,278.0,161-14-1737,Larry Martin,1982-05-18,Female,Single,Bachelor's Degree,38512 Reginald Knoll Suite 124,West Christopher,Virginia,86757,001-481-567-8061,zsolis@coleman.com,Salaried,"Aguilar, Ward and Schwartz Corp.",27.1,16564.0,103610229,Todd Baker,Friend,416-606-2656x17440
USLW-APP-20250324-362,2025-03-24,Small Business,,Equipment Purchase,60.0,136-99-7724,Timothy Wilson,2005-11-21,Male,Separated,Associate's Degree,62407 Ashley Views Apt. 380,Jeffreyfurt,,70647,+1-603-906-5851x592,mgray@burke.com,Hourly,Roy-Cox Corp.,9.6,4213.0,062755623,Brandon Bush,Friend,(474)738-2000
USLW-APP-20250304-472,2025-03-04,Personal,40518.0,Home Improvement,22.0,579-37-4733,Laurie Henderson,1963-07-29,Male,Married,Doctorate,57739 Smith Mount Apt. 192,West Anthony,Virginia,79857,1020173226,matthewalvarez@hansen-lawrence.com,Salaried,Cardenas-Howell Corp.,2.6,12014.0,055542869,Courtney Clark,Spouse,000-493-2161
USLW-APP-20240404-379,2024-04-04,Personal,47094.0,,48.0,863-61-8623,Margaret Olson,1954-06-23,Other,Separated,Some College,494 Alan Island,West Desireetown,Mississippi,89135,288.351.0133x652,barnettfrank@hotmail.com,Salaried,"Wilson, Torres and Riley Corp.",3.1,11462.0,068104689,Michael French,Parent,+1-420-056-4692x09693
USLW-APP-20240407-459,2024-04-07,Mortgage,885610.0,Refinance,288.0,682-94-9093,Katherine Jones,1963-02-14,Other,,Some College,499 Jackson Ferry Apt. 934,North Jo,Alaska,07270,3767712336,jasonturner@gmail.com,Salaried,Bell PLC Corp.,20.4,15783.0,105615196,Cheryl Lopez,Sibling,392.933.4801x82012
USLW-APP-20240409-902,2024-04-09,Auto,44650.0,New Car Purchase,43.0,784-59-9714,Amanda Garcia,1993-09-23,Female,Single,Master's Degree,180 Joshua Forest,Thomasstad,North Carolina,40765,(390)090-4270x561,mgraves@bell.com,Salaried,Sanford-Townsend Corp.,17.2,,128318412,Brandon Evans,Parent,(047)620-2761x53152
USLW-APP-20250110-791,2025-01-10,Personal,35181.0,Education,59.0,657-23-2698,Amy Ball,1973-10-24,Female,Widowed,Associate's Degree,4016 Janet Squares Suite 609,South Kevin,Oregon,03288,236.748.8602x3474,richardpena@yahoo.com,Salaried,Wilcox PLC Corp.,19.9,27321.0,071860101,Chad Sandoval,Parent,193.628.5662x5610
USLW-APP-20240723-931,2024-07-23,Auto,28074.0,,48.0,069-40-5561,Nicole Jimenez,1974-09-26,Male,Divorced,Bachelor's Degree,682 Nicholas Lodge Apt. 682,Davenportshire,Texas,70219,001-921-728-0573x52201,houstonalison@nelson.org,,Sanders-Suarez LLC,11.0,19508.0,055586896,William Spears,Friend,(762)421-7612x86872
USLW-APP-20241021-877,2024-10-21,Small Business,499928.0,Working Capital,54.0,863-79-4336,Juan Cox,1986-06-01,Female,Separated,Associate's Degree,397 Perry Highway Apt. 497,Sosaton,Hawaii,11058,(594)756-2585x0809,qponce@santos.net,Self-Employed,"Hill, Ayers and Case LLC",2.2,12960.0,111926031,Gregory Chan,Friend,417.812.6677
USLW-APP-20250326-333,2025-03-26,Personal,22547.0,Debt Consolidation,57.0,517-78-4952,Terry Gillespie,1961-10-29,Other,Single,High School Diploma,3064 Jones Summit Suite 486,Port Brendaberg,Connecticut,20883,036-625-0162,kimberlyhayes@morris-sparks.com,Hourly,Robinson Ltd Corp.,25.2,12152.0,059361114,Stephen Pugh,Spouse,0102227891
USLW-APP-20240728-130,2024-07-28,Auto,38298.0,Used Car Purchase,51.0,623-31-9929,Judith Olsen DDS,1967-01-20,Other,Separated,Master's Degree,870 Garcia Bypass Suite 052,East Dorothy,South Dakota,29577,911.308.8055x6386,,Unemployed,,0.0,0.0,067486133,Shannon Huang,Friend,
USLW-APP-20250119-864,2025-01-19,Personal,5415.0,Other,13.0,711-46-9395,Molly Stevens,2006-10-08,Other,,Bachelor's Degree,942 Jamie Mountain,New Earl,Nevada,19308,071.832.3756x9293,vmason@valdez-gonzales.com,Salaried,Smith-Smith Corp.,3.8,27015.0,054037553,Carl Moore,Sibling,(331)262-5467
USLW-APP-20240804-441,2024-08-04,Personal,45766.0,Vacation,30.0,172-98-8254,Allison Mcconnell,1984-10-12,Female,Separated,Bachelor's Degree,544 Darrell Flat Apt. 960,South Tracyview,Vermont,62453,(072)214-7627x1471,sararose@hines.com,Unemployed,,0.0,0.0,094221222,Darrell Young,Friend,963-047-9495x06827
USLW-APP-20240617-201,2024-06-17,Personal,5184.0,Medical Expenses,17.0,870-53-9911,Connor Fleming,1988-11-17,Other,Single,,68582 Garner Fields Apt. 053,Carrollborough,Rhode Island,41353,030.490.2409x0952,riceanthony@hotmail.com,Self-Employed,"Hardy, Russell and Santana LLC",7.7,,069746347,Derek Thomas,Friend,498.974.7408
USLW-APP-20240618-892,2024-06-18,Personal,1268.0,Medical Expenses,57.0,674-17-2956,Janice Flores,1950-12-09,Male,Single,Doctorate,87380 Downs Drive Suite 328,Thorntonside,Nevada,23011,088.204.5037,gabriella79@gmail.com,Self-Employed,"Orozco, Garcia and Morris LLC",10.5,11075.0,038939156,David Jimenez,Friend,+1-387-529-5922x60498
